scheduleId,name,type,subType,condition,proficiency,addProficiency,description,attributeChange
game_legend_hero,游戏《英雄传说》,play,computergame,TRUE,game_legend_hero,71,游戏《英雄传说》,"pressure,-2;strength,2;charms,66"
game_online_wow,网游《魔兽世界》,play,computergame,TRUE,game_online_wow,72,网游《魔兽世界》,"pressure,-2;strength,2;charms,67"
game_online_legend,网游《传奇》,play,computergame,TRUE,game_online_legend,73,网游《传奇》,"pressure,-2;strength,2;charms,68"
game_online_zhengtu,网游《征途》,play,computergame,TRUE,game_online_zhengtu,74,网游《征途》,"pressure,-2;strength,2;charms,69"
game_unchanted_water,游戏《大航海时代》,play,computergame,TRUE,game_unchanted_water,75,游戏《大航海时代》,"pressure,-2;strength,2;charms,70"
game_heroes_of_jinyong,游戏《金庸群侠传》,play,computergame,TRUE,game_heroes_of_jinyong,76,游戏《金庸群侠传》,"pressure,-2;strength,2;charms,71"
game_heroes_of_wulin,游戏《武林群侠传》,play,computergame,TRUE,game_heroes_of_wulin,77,游戏《武林群侠传》,"pressure,-2;strength,2;charms,72"
game_command_conquer,游戏《红警》,play,computergame,TRUE,game_command_conquer,78,游戏《红警》,"pressure,-2;strength,2;charms,73"
game_ages_of_empires,游戏《帝国时代》,play,computergame,TRUE,game_ages_of_empires,79,游戏《帝国时代》,"pressure,-2;strength,2;charms,74"
game_star_craft_universe,游戏《星际争霸》,play,computergame,TRUE,game_star_craft_universe,80,游戏《星际争霸》,"pressure,-2;strength,2;charms,75"
game_duty_call,游戏《使命召唤》,play,computergame,TRUE,game_duty_call,81,游戏《使命召唤》,"pressure,-2;strength,2;charms,76"
game_diablo,游戏《暗黑破坏神》,play,computergame,TRUE,game_diablo,82,游戏《暗黑破坏神》,"pressure,-2;strength,2;charms,77"
game_civilization,游戏《文明》,play,computergame,TRUE,game_civilization,83,游戏《文明》,"pressure,-2;strength,2;charms,78"
game_princess_maker,游戏《美少女梦工厂》,play,computergame,TRUE,game_princess_maker,84,游戏《美少女梦工厂》,"pressure,-2;strength,2;charms,79"
game_rich_man,游戏《大富翁》,play,computergame,TRUE,game_rich_man,85,游戏《大富翁》,"pressure,-2;strength,2;charms,80"
game_three_kindom,游戏《三国志》,play,computergame,TRUE,game_three_kindom,86,游戏《三国志》,"pressure,-2;strength,2;charms,81"
boardgame_three_kindom,桌游《三国杀》,play,computergame,TRUE,boardgame_three_kindom,87,桌游《三国杀》,"pressure,-2;strength,2;charms,82"
boardgame_dungeons_dragons,桌游《龙与地下城》,play,computergame,TRUE,boardgame_dungeons_dragons,88,桌游《龙与地下城》,"pressure,-2;strength,2;charms,83"
boardgame_close_eyes,桌游《天黑请闭眼》,play,computergame,TRUE,boardgame_close_eyes,89,桌游《天黑请闭眼》,"pressure,-2;strength,2;charms,84"
book_three_kindom,名著《三国演义》,play,book,TRUE,book_three_kindom,90,名著《三国演义》,"pressure,-2;strength,2;charms,85"
book_red_house,名著《红楼梦》,play,book,TRUE,book_red_house,91,名著《红楼梦》,"pressure,-2;strength,2;charms,86"
book_shui_hu,名著《水浒》,play,book,TRUE,book_shui_hu,92,名著《水浒》,"pressure,-2;strength,2;charms,87"
book_west_journey,名著《西游记》,play,book,TRUE,book_west_journey,93,名著《西游记》,"pressure,-2;strength,2;charms,88"
book_miserables,名著《悲惨世界》,play,book,TRUE,book_miserables,94,名著《悲惨世界》,"pressure,-2;strength,2;charms,89"
book_how_steel_tempered,名著《钢铁是怎样炼成的》,play,book,TRUE,book_how_steel_tempered,95,名著《钢铁是怎样炼成的》,"pressure,-2;strength,2;charms,90"
book_pride_and_prejudice,名著《傲慢与偏见》,play,book,TRUE,book_pride_and_prejudice,96,名著《傲慢与偏见》,"pressure,-2;strength,2;charms,91"
book_old_man_and_sea,名著《老人与海》,play,book,TRUE,book_old_man_and_sea,97,名著《老人与海》,"pressure,-2;strength,2;charms,92"
book_zhu_xian,小说《诛仙》,play,book,TRUE,book_zhu_xian,98,小说《诛仙》,"pressure,-2;strength,2;charms,93"
book_bible,《圣经》,play,book,TRUE,book_bible,99,《圣经》,"pressure,-2;strength,2;charms,94"
magazine_sci_fi_world,杂志《科幻世界》,play,book,TRUE,magazine_sci_fi_world,100,杂志《科幻世界》,"pressure,-2;strength,2;charms,95"
magazine_reader,杂志《读者》,play,book,TRUE,magazine_reader,101,杂志《读者》,"pressure,-2;strength,2;charms,96"
wash_bowl,做家务 (洗碗),work,work,TRUE,work_wash_bowl,6,洗碗的说明,"pressure,1;rememberence,1"
buy_food,做家务 (买菜),work,work,int.gamedata.work.wash_bowl.proficiency>int.40,work_buy_food,6,买菜的说明,"pressure,1;intelligence,1;strength,1"
cook_rice,做家务（煮饭）,work,work,TRUE,cook_rice,6,做家务（煮饭）,"pressure,1;intelligence,1;strength,2"
cook_food,做家务（烧菜）,work,work,TRUE,cook_food,6,做家务（烧菜）,"pressure,1;intelligence,1;strength,3"
clean,做家务（大扫除）,work,work,TRUE,clean,6,做家务（大扫除）,"pressure,1;intelligence,1;strength,4"
typing,帮忙打字,work,work,TRUE,typing,6,帮忙打字,"pressure,1;intelligence,1;strength,5"
copy_homework,代写作业,work,work,TRUE,copy_homework,6,代写作业,"pressure,1;intelligence,1;strength,6"
nanny,带小孩,work,work,TRUE,nanny,6,带小孩,"pressure,1;intelligence,1;strength,7"
post_design,设计海报,work,work,TRUE,post_design,6,设计海报,"pressure,1;intelligence,1;strength,8"
programming,程序编写,work,work,TRUE,programming,6,程序编写,"pressure,1;intelligence,1;strength,9"
basketball_pal,篮球陪练,work,work,TRUE,basketball_pal,6,篮球陪练,"pressure,1;intelligence,1;strength,10"
pingpong_pal,乒乓球陪练,work,work,TRUE,pingpong_pal,6,乒乓球陪练,"pressure,1;intelligence,1;strength,11"
badmitton_pal,羽毛球陪练,work,work,TRUE,badmitton_pal,6,羽毛球陪练,"pressure,1;intelligence,1;strength,12"
math_teaching,数学家教,work,work,TRUE,math_teaching,6,数学家教,"pressure,1;intelligence,1;strength,13"
chinese_teaching,语文家教,work,work,TRUE,chinese_teaching,6,语文家教,"pressure,1;intelligence,1;strength,14"
english_teaching,英语家教,work,work,TRUE,english_teaching,6,英语家教,"pressure,1;intelligence,1;strength,15"
physics_teaching,物理家教,work,work,TRUE,physics_teaching,6,物理家教,"pressure,1;intelligence,1;strength,16"
chemistry_teaching,化学家教,work,work,TRUE,chemistry_teaching,6,化学家教,"pressure,1;intelligence,1;strength,17"
biology_teaching,生物家教,work,work,TRUE,biology_teaching,6,生物家教,"pressure,1;intelligence,1;strength,18"
postage_sending,快递员,work,work,TRUE,postage_sending,6,快递员,"pressure,1;intelligence,1;strength,19"
carrying,搬运工,work,work,TRUE,carrying,6,搬运工,"pressure,1;intelligence,1;strength,20"
ppt_design,PPT 设计,work,work,TRUE,ppt_design,6,PPT 设计,"pressure,1;intelligence,1;strength,21"
