2D,schooId,string,0,1,2,3,4,5
1996_2_13,尚未配置,,;,;,;,;,;,;
1996_2_14,尚未配置,,;,;,;,;,;,;
1996_2_15,尚未配置,,;,;,;,;,;,;
1996_2_16,尚未配置,,;,;,;,;,;,;
1996_2_17,尚未配置,,;,;,;,;,;,;
1996_2_18,尚未配置,,;,;,;,;,;,;
1996_2_19,尚未配置,,;,;,;,;,;,;
1996_2_20,尚未配置,,;,;,;,;,;,;
1996_2_21,尚未配置,,;,;,;,;,;,;
1996_2_22,尚未配置,,;,;,;,;,;,;
1996_2_23,尚未配置,,;,;,;,;,;,;
1996_2_24,尚未配置,,;,;,;,;,;,;
1996_2_25,尚未配置,,;,;,;,;,;,;
1996_2_26,尚未配置,,;,;,;,;,;,;
1996_2_27,尚未配置,,;,;,;,;,;,;
1996_2_28,尚未配置,,;,;,;,;,;,;
1996_2_29,尚未配置,,;,;,;,;,;,;
1996_3_1,尚未配置,,;,;,;,;,;,;
1996_3_2,尚未配置,,;,;,;,;,;,;
1996_3_3,尚未配置,,;,;,;,;,;,;
1996_3_4,尚未配置,,;,;,;,;,;,;
1996_3_5,尚未配置,,;,;,;,;,;,;
1996_3_6,尚未配置,,;,;,;,;,;,;
1996_3_7,尚未配置,,;,;,;,;,;,;
1996_3_8,尚未配置,,;,;,;,;,;,;
1996_3_9,尚未配置,,;,;,;,;,;,;
1996_3_10,尚未配置,,;,;,;,;,;,;
1996_3_11,尚未配置,,;,;,;,;,;,;
1996_3_12,尚未配置,,;,;,;,;,;,;
1996_3_13,尚未配置,,;,;,;,;,;,;
1996_3_14,尚未配置,,;,;,;,;,;,;
1996_3_15,尚未配置,,;,;,;,;,;,;
1996_3_16,尚未配置,,;,;,;,;,;,;
1996_3_17,尚未配置,,;,;,;,;,;,;
1996_3_18,尚未配置,,;,;,;,;,;,;
1996_3_19,尚未配置,,;,;,;,;,;,;
1996_3_20,尚未配置,,;,;,;,;,;,;
1996_3_21,尚未配置,,;,;,;,;,;,;
1996_3_22,尚未配置,,;,;,;,;,;,;
1996_3_23,尚未配置,,;,;,;,;,;,;
1996_3_24,尚未配置,,;,;,;,;,;,;
1996_3_25,尚未配置,,;,;,;,;,;,;
1996_3_26,尚未配置,,;,;,;,;,;,;
1996_3_27,尚未配置,,;,;,;,;,;,;
1996_3_28,尚未配置,,;,;,;,;,;,;
1996_3_29,尚未配置,,;,;,;,;,;,;
1996_3_30,尚未配置,,;,;,;,;,;,;
1996_3_31,尚未配置,,;,;,;,;,;,;
1996_4_1,尚未配置,,;,;,;,;,;,;
1996_4_2,尚未配置,,;,;,;,;,;,;
1996_4_3,尚未配置,,;,;,;,;,;,;
1996_4_4,尚未配置,,;,;,;,;,;,;
1996_4_5,尚未配置,,;,;,;,;,;,;
1996_4_6,尚未配置,,;,;,;,;,;,;
1996_4_7,尚未配置,,;,;,;,;,;,;
1996_4_8,尚未配置,,;,;,;,;,;,;
1996_4_9,尚未配置,,;,;,;,;,;,;
1996_4_10,尚未配置,,;,;,;,;,;,;
1996_4_11,尚未配置,,;,;,;,;,;,;
1996_4_12,尚未配置,,;,;,;,;,;,;
1996_4_13,尚未配置,,;,;,;,;,;,;
1996_4_14,尚未配置,,;,;,;,;,;,;
1996_4_15,尚未配置,,;,;,;,;,;,;
1996_4_16,尚未配置,,;,;,;,;,;,;
1996_4_17,尚未配置,,;,;,;,;,;,;
1996_4_18,尚未配置,,;,;,;,;,;,;
1996_4_19,尚未配置,,;,;,;,;,;,;
1996_4_20,尚未配置,,;,;,;,;,;,;
1996_4_21,尚未配置,,;,;,;,;,;,;
1996_4_22,尚未配置,,;,;,;,;,;,;
1996_4_23,尚未配置,,;,;,;,;,;,;
1996_4_24,尚未配置,,;,;,;,;,;,;
1996_4_25,尚未配置,,;,;,;,;,;,;
1996_4_26,尚未配置,,;,;,;,;,;,;
1996_4_27,尚未配置,,;,;,;,;,;,;
1996_4_28,尚未配置,,;,;,;,;,;,;
1996_4_29,尚未配置,,;,;,;,;,;,;
1996_4_30,尚未配置,,;,;,;,;,;,;
1996_5_1,尚未配置,,;,;,;,;,;,;
1996_5_2,尚未配置,,;,;,;,;,;,;
1996_5_3,尚未配置,,;,;,;,;,;,;
1996_5_4,尚未配置,,;,;,;,;,;,;
1996_5_5,尚未配置,,;,;,;,;,;,;
1996_5_6,尚未配置,,;,;,;,;,;,;
1996_5_7,尚未配置,,;,;,;,;,;,;
1996_5_8,尚未配置,,;,;,;,;,;,;
1996_5_9,尚未配置,,;,;,;,;,;,;
1996_5_10,尚未配置,,;,;,;,;,;,;
1996_5_11,尚未配置,,;,;,;,;,;,;
1996_5_12,尚未配置,,;,;,;,;,;,;
1996_5_13,尚未配置,,;,;,;,;,;,;
1996_5_14,尚未配置,,;,;,;,;,;,;
1996_5_15,尚未配置,,;,;,;,;,;,;
1996_5_16,尚未配置,,;,;,;,;,;,;
1996_5_17,尚未配置,,;,;,;,;,;,;
1996_5_18,尚未配置,,;,;,;,;,;,;
1996_5_19,尚未配置,,;,;,;,;,;,;
1996_5_20,尚未配置,,;,;,;,;,;,;
1996_5_21,尚未配置,,;,;,;,;,;,;
1996_5_22,尚未配置,,;,;,;,;,;,;
1996_5_23,尚未配置,,;,;,;,;,;,;
1996_5_24,尚未配置,,;,;,;,;,;,;
1996_5_25,尚未配置,,;,;,;,;,;,;
1996_5_26,尚未配置,,;,;,;,;,;,;
1996_5_27,尚未配置,,;,;,;,;,;,;
1996_5_28,尚未配置,,;,;,;,;,;,;
1996_5_29,尚未配置,,;,;,;,;,;,;
1996_5_30,尚未配置,,;,;,;,;,;,;
1996_5_31,尚未配置,,;,;,;,;,;,;
1996_6_1,尚未配置,,;,;,;,;,;,;
1996_6_2,尚未配置,,;,;,;,;,;,;
1996_6_3,尚未配置,,;,;,;,;,;,;
1996_6_4,尚未配置,,;,;,;,;,;,;
1996_6_5,尚未配置,,;,;,;,;,;,;
1996_6_6,尚未配置,,;,;,;,;,;,;
1996_6_7,尚未配置,,;,;,;,;,;,;
1996_6_8,尚未配置,,;,;,;,;,;,;
1996_6_9,尚未配置,,;,;,;,;,;,;
1996_6_10,尚未配置,,;,;,;,;,;,;
1996_6_11,尚未配置,,;,;,;,;,;,;
1996_6_12,尚未配置,,;,;,;,;,;,;
1996_6_13,尚未配置,,;,;,;,;,;,;
1996_6_14,尚未配置,,;,;,;,;,;,;
1996_6_15,尚未配置,,;,;,;,;,;,;
1996_6_16,尚未配置,,;,;,;,;,;,;
1996_6_17,尚未配置,,;,;,;,;,;,;
1996_6_18,尚未配置,,;,;,;,;,;,;
1996_6_19,尚未配置,,;,;,;,;,;,;
1996_6_20,尚未配置,,;,;,;,;,;,;
1996_6_21,尚未配置,,;,;,;,;,;,;
1996_6_22,尚未配置,,;,;,;,;,;,;
1996_6_23,尚未配置,,;,;,;,;,;,;
1996_6_24,尚未配置,,;,;,;,;,;,;
1996_6_25,尚未配置,,;,;,;,;,;,;
1996_6_26,尚未配置,,;,;,;,;,;,;
1996_6_27,尚未配置,,;,;,;,;,;,;
1996_6_28,尚未配置,,;,;,;,;,;,;
1996_6_29,尚未配置,,;,;,;,;,;,;
1996_6_30,尚未配置,,;,;,;,;,;,;
1996_7_1,尚未配置,,;,;,;,;,;,;
1996_7_2,尚未配置,,;,;,;,;,;,;
1996_7_3,尚未配置,,;,;,;,;,;,;
1996_7_4,尚未配置,,;,;,;,;,;,;
1996_7_5,尚未配置,,;,;,;,;,;,;
1996_7_6,尚未配置,,;,;,;,;,;,;
1996_7_7,尚未配置,,;,;,;,;,;,;
1996_7_8,尚未配置,,;,;,;,;,;,;
1996_7_9,尚未配置,,;,;,;,;,;,;
1996_7_10,尚未配置,,;,;,;,;,;,;
1996_7_11,尚未配置,,;,;,;,;,;,;
1996_7_12,尚未配置,,;,;,;,;,;,;
1996_7_13,尚未配置,,;,;,;,;,;,;
1996_7_14,尚未配置,,;,;,;,;,;,;
1996_7_15,尚未配置,,;,;,;,;,;,;
1996_7_16,尚未配置,,;,;,;,;,;,;
1996_7_17,尚未配置,,;,;,;,;,;,;
1996_7_18,尚未配置,,;,;,;,;,;,;
1996_7_19,尚未配置,,;,;,;,;,;,;
1996_7_20,尚未配置,,;,;,;,;,;,;
1996_7_21,尚未配置,,;,;,;,;,;,;
1996_7_22,尚未配置,,;,;,;,;,;,;
1996_7_23,尚未配置,,;,;,;,;,;,;
1996_7_24,尚未配置,,;,;,;,;,;,;
1996_7_25,尚未配置,,;,;,;,;,;,;
1996_7_26,尚未配置,,;,;,;,;,;,;
1996_7_27,尚未配置,,;,;,;,;,;,;
1996_7_28,尚未配置,,;,;,;,;,;,;
1996_7_29,尚未配置,,;,;,;,;,;,;
1996_7_30,尚未配置,,;,;,;,;,;,;
1996_7_31,尚未配置,,;,;,;,;,;,;
1996_8_1,尚未配置,,;,;,;,;,;,;
1996_8_2,尚未配置,,;,;,;,;,;,;
1996_8_3,尚未配置,,;,;,;,;,;,;
1996_8_4,尚未配置,,;,;,;,;,;,;
1996_8_5,尚未配置,,;,;,;,;,;,;
1996_8_6,尚未配置,,;,;,;,;,;,;
1996_8_7,尚未配置,,;,;,;,;,;,;
1996_8_8,尚未配置,,;,;,;,;,;,;
1996_8_9,尚未配置,,;,;,;,;,;,;
1996_8_10,尚未配置,,;,;,;,;,;,;
1996_8_11,尚未配置,,;,;,;,;,;,;
1996_8_12,尚未配置,,;,;,;,;,;,;
1996_8_13,尚未配置,,;,;,;,;,;,;
1996_8_14,尚未配置,,;,;,;,;,;,;
1996_8_15,尚未配置,,;,;,;,;,;,;
1996_8_16,尚未配置,,;,;,;,;,;,;
1996_8_17,尚未配置,,;,;,;,;,;,;
1996_8_18,尚未配置,,;,;,;,;,;,;
1996_8_19,尚未配置,,;,;,;,;,;,;
1996_8_20,尚未配置,,;,;,;,;,;,;
1996_8_21,尚未配置,,;,;,;,;,;,;
1996_8_22,尚未配置,,;,;,;,;,;,;
1996_8_23,尚未配置,,;,;,;,;,;,;
1996_8_24,尚未配置,,;,;,;,;,;,;
1996_8_25,尚未配置,,;,;,;,;,;,;
1996_8_26,尚未配置,,;,;,;,;,;,;
1996_8_27,尚未配置,,;,;,;,;,;,;
1996_8_28,尚未配置,,;,;,;,;,;,;
1996_8_29,尚未配置,,;,;,;,;,;,;
1996_8_30,尚未配置,,;,;,;,;,;,;
1996_8_31,尚未配置,,;,;,;,;,;,;
1996_9_1,尚未配置,,;,;,;,;,;,;
1996_9_2,尚未配置,,;,;,;,;,;,;
1996_9_3,尚未配置,,;,;,;,;,;,;
1996_9_4,尚未配置,,;,;,;,;,;,;
1996_9_5,尚未配置,,;,;,;,;,;,;
1996_9_6,尚未配置,,;,;,;,;,;,;
1996_9_7,尚未配置,,;,;,;,;,;,;
1996_9_8,尚未配置,,;,;,;,;,;,;
1996_9_9,尚未配置,,;,;,;,;,;,;
1996_9_10,尚未配置,,;,;,;,;,;,;
1996_9_11,尚未配置,,;,;,;,;,;,;
1996_9_12,尚未配置,,;,;,;,;,;,;
1996_9_13,尚未配置,,;,;,;,;,;,;
1996_9_14,尚未配置,,;,;,;,;,;,;
1996_9_15,尚未配置,,;,;,;,;,;,;
1996_9_16,尚未配置,,;,;,;,;,;,;
1996_9_17,尚未配置,,;,;,;,;,;,;
1996_9_18,尚未配置,,;,;,;,;,;,;
1996_9_19,尚未配置,,;,;,;,;,;,;
1996_9_20,尚未配置,,;,;,;,;,;,;
1996_9_21,尚未配置,,;,;,;,;,;,;
1996_9_22,尚未配置,,;,;,;,;,;,;
1996_9_23,尚未配置,,;,;,;,;,;,;
1996_9_24,尚未配置,,;,;,;,;,;,;
1996_9_25,尚未配置,,;,;,;,;,;,;
1996_9_26,尚未配置,,;,;,;,;,;,;
1996_9_27,尚未配置,,;,;,;,;,;,;
1996_9_28,尚未配置,,;,;,;,;,;,;
1996_9_29,尚未配置,,;,;,;,;,;,;
1996_9_30,尚未配置,,;,;,;,;,;,;
1996_10_1,尚未配置,,;,;,;,;,;,;
1996_10_2,尚未配置,,;,;,;,;,;,;
1996_10_3,尚未配置,,;,;,;,;,;,;
1996_10_4,尚未配置,,;,;,;,;,;,;
1996_10_5,尚未配置,,;,;,;,;,;,;
1996_10_6,尚未配置,,;,;,;,;,;,;
1996_10_7,尚未配置,,;,;,;,;,;,;
1996_10_8,尚未配置,,;,;,;,;,;,;
1996_10_9,尚未配置,,;,;,;,;,;,;
1996_10_10,尚未配置,,;,;,;,;,;,;
1996_10_11,尚未配置,,;,;,;,;,;,;
1996_10_12,尚未配置,,;,;,;,;,;,;
1996_10_13,尚未配置,,;,;,;,;,;,;
1996_10_14,尚未配置,,;,;,;,;,;,;
1996_10_15,尚未配置,,;,;,;,;,;,;
1996_10_16,尚未配置,,;,;,;,;,;,;
1996_10_17,尚未配置,,;,;,;,;,;,;
1996_10_18,尚未配置,,;,;,;,;,;,;
1996_10_19,尚未配置,,;,;,;,;,;,;
1996_10_20,尚未配置,,;,;,;,;,;,;
1996_10_21,尚未配置,,;,;,;,;,;,;
1996_10_22,尚未配置,,;,;,;,;,;,;
1996_10_23,尚未配置,,;,;,;,;,;,;
1996_10_24,尚未配置,,;,;,;,;,;,;
1996_10_25,尚未配置,,;,;,;,;,;,;
1996_10_26,尚未配置,,;,;,;,;,;,;
1996_10_27,尚未配置,,;,;,;,;,;,;
1996_10_28,尚未配置,,;,;,;,;,;,;
1996_10_29,尚未配置,,;,;,;,;,;,;
1996_10_30,尚未配置,,;,;,;,;,;,;
1996_10_31,尚未配置,,;,;,;,;,;,;
1996_11_1,尚未配置,,;,;,;,;,;,;
1996_11_2,尚未配置,,;,;,;,;,;,;
1996_11_3,尚未配置,,;,;,;,;,;,;
1996_11_4,尚未配置,,;,;,;,;,;,;
1996_11_5,尚未配置,,;,;,;,;,;,;
1996_11_6,尚未配置,,;,;,;,;,;,;
1996_11_7,尚未配置,,;,;,;,;,;,;
1996_11_8,尚未配置,,;,;,;,;,;,;
1996_11_9,尚未配置,,;,;,;,;,;,;
1996_11_10,尚未配置,,;,;,;,;,;,;
1996_11_11,尚未配置,,;,;,;,;,;,;
1996_11_12,尚未配置,,;,;,;,;,;,;
1996_11_13,尚未配置,,;,;,;,;,;,;
1996_11_14,尚未配置,,;,;,;,;,;,;
1996_11_15,尚未配置,,;,;,;,;,;,;
1996_11_16,尚未配置,,;,;,;,;,;,;
1996_11_17,尚未配置,,;,;,;,;,;,;
1996_11_18,尚未配置,,;,;,;,;,;,;
1996_11_19,尚未配置,,;,;,;,;,;,;
1996_11_20,尚未配置,,;,;,;,;,;,;
1996_11_21,尚未配置,,;,;,;,;,;,;
1996_11_22,尚未配置,,;,;,;,;,;,;
1996_11_23,尚未配置,,;,;,;,;,;,;
1996_11_24,尚未配置,,;,;,;,;,;,;
1996_11_25,尚未配置,,;,;,;,;,;,;
1996_11_26,尚未配置,,;,;,;,;,;,;
1996_11_27,尚未配置,,;,;,;,;,;,;
1996_11_28,尚未配置,,;,;,;,;,;,;
1996_11_29,尚未配置,,;,;,;,;,;,;
1996_11_30,尚未配置,,;,;,;,;,;,;
1996_12_1,尚未配置,,;,;,;,;,;,;
1996_12_2,尚未配置,,;,;,;,;,;,;
1996_12_3,尚未配置,,;,;,;,;,;,;
1996_12_4,尚未配置,,;,;,;,;,;,;
1996_12_5,尚未配置,,;,;,;,;,;,;
1996_12_6,尚未配置,,;,;,;,;,;,;
1996_12_7,尚未配置,,;,;,;,;,;,;
1996_12_8,尚未配置,,;,;,;,;,;,;
1996_12_9,尚未配置,,;,;,;,;,;,;
1996_12_10,尚未配置,,;,;,;,;,;,;
1996_12_11,尚未配置,,;,;,;,;,;,;
1996_12_12,尚未配置,,;,;,;,;,;,;
1996_12_13,尚未配置,,;,;,;,;,;,;
1996_12_14,尚未配置,,;,;,;,;,;,;
1996_12_15,尚未配置,,;,;,;,;,;,;
1996_12_16,尚未配置,,;,;,;,;,;,;
1996_12_17,尚未配置,,;,;,;,;,;,;
1996_12_18,尚未配置,,;,;,;,;,;,;
1996_12_19,尚未配置,,;,;,;,;,;,;
1996_12_20,尚未配置,,;,;,;,;,;,;
1996_12_21,尚未配置,,;,;,;,;,;,;
1996_12_22,尚未配置,,;,;,;,;,;,;
1996_12_23,尚未配置,,;,;,;,;,;,;
1996_12_24,尚未配置,,;,;,;,;,;,;
1996_12_25,尚未配置,,;,;,;,;,;,;
1996_12_26,尚未配置,,;,;,;,;,;,;
1996_12_27,尚未配置,,;,;,;,;,;,;
1996_12_28,尚未配置,,;,;,;,;,;,;
1996_12_29,尚未配置,,;,;,;,;,;,;
1996_12_30,尚未配置,,;,;,;,;,;,;
1996_12_31,尚未配置,,;,;,;,;,;,;
1997_1_1,尚未配置,,;,;,;,;,;,;
1997_1_2,尚未配置,,;,;,;,;,;,;
1997_1_3,尚未配置,,;,;,;,;,;,;
1997_1_4,尚未配置,,;,;,;,;,;,;
1997_1_5,尚未配置,,;,;,;,;,;,;
1997_1_6,尚未配置,,;,;,;,;,;,;
1997_1_7,尚未配置,,;,;,;,;,;,;
1997_1_8,尚未配置,,;,;,;,;,;,;
1997_1_9,尚未配置,,;,;,;,;,;,;
1997_1_10,尚未配置,,;,;,;,;,;,;
1997_1_11,尚未配置,,;,;,;,;,;,;
1997_1_12,尚未配置,,;,;,;,;,;,;
1997_1_13,尚未配置,,;,;,;,;,;,;
1997_1_14,尚未配置,,;,;,;,;,;,;
1997_1_15,尚未配置,,;,;,;,;,;,;
1997_1_16,尚未配置,,;,;,;,;,;,;
1997_1_17,尚未配置,,;,;,;,;,;,;
1997_1_18,尚未配置,,;,;,;,;,;,;
1997_1_19,尚未配置,,;,;,;,;,;,;
1997_1_20,尚未配置,,;,;,;,;,;,;
1997_1_21,尚未配置,,;,;,;,;,;,;
1997_1_22,尚未配置,,;,;,;,;,;,;
1997_1_23,尚未配置,,;,;,;,;,;,;
1997_1_24,尚未配置,,;,;,;,;,;,;
1997_1_25,尚未配置,,;,;,;,;,;,;
1997_1_26,尚未配置,,;,;,;,;,;,;
1997_1_27,尚未配置,,;,;,;,;,;,;
1997_1_28,尚未配置,,;,;,;,;,;,;
1997_1_29,尚未配置,,;,;,;,;,;,;
1997_1_30,尚未配置,,;,;,;,;,;,;
1997_1_31,尚未配置,,;,;,;,;,;,;
1997_2_1,尚未配置,,;,;,;,;,;,;
1997_2_2,尚未配置,,;,;,;,;,;,;
1997_2_3,尚未配置,,;,;,;,;,;,;
1997_2_4,尚未配置,,;,;,;,;,;,;
1997_2_5,尚未配置,,;,;,;,;,;,;
1997_2_6,尚未配置,,;,;,;,;,;,;
1997_2_7,尚未配置,,;,;,;,;,;,;
1997_2_8,尚未配置,,;,;,;,;,;,;
1997_2_9,尚未配置,,;,;,;,;,;,;
1997_2_10,尚未配置,,;,;,;,;,;,;
1997_2_11,尚未配置,,;,;,;,;,;,;
1997_2_12,尚未配置,,;,;,;,;,;,;
1997_2_13,尚未配置,,;,;,;,;,;,;
1997_2_14,尚未配置,,;,;,;,;,;,;
1997_2_15,尚未配置,,;,;,;,;,;,;
1997_2_16,尚未配置,,;,;,;,;,;,;
1997_2_17,尚未配置,,;,;,;,;,;,;
1997_2_18,尚未配置,,;,;,;,;,;,;
1997_2_19,尚未配置,,;,;,;,;,;,;
1997_2_20,尚未配置,,;,;,;,;,;,;
1997_2_21,尚未配置,,;,;,;,;,;,;
1997_2_22,尚未配置,,;,;,;,;,;,;
1997_2_23,尚未配置,,;,;,;,;,;,;
1997_2_24,尚未配置,,;,;,;,;,;,;
1997_2_25,尚未配置,,;,;,;,;,;,;
1997_2_26,尚未配置,,;,;,;,;,;,;
1997_2_27,尚未配置,,;,;,;,;,;,;
1997_2_28,尚未配置,,;,;,;,;,;,;
1997_3_1,尚未配置,,;,;,;,;,;,;
1997_3_2,尚未配置,,;,;,;,;,;,;
1997_3_3,尚未配置,,;,;,;,;,;,;
1997_3_4,尚未配置,,;,;,;,;,;,;
1997_3_5,尚未配置,,;,;,;,;,;,;
1997_3_6,尚未配置,,;,;,;,;,;,;
1997_3_7,尚未配置,,;,;,;,;,;,;
1997_3_8,尚未配置,,;,;,;,;,;,;
1997_3_9,尚未配置,,;,;,;,;,;,;
1997_3_10,尚未配置,,;,;,;,;,;,;
1997_3_11,尚未配置,,;,;,;,;,;,;
1997_3_12,尚未配置,,;,;,;,;,;,;
1997_3_13,尚未配置,,;,;,;,;,;,;
1997_3_14,尚未配置,,;,;,;,;,;,;
1997_3_15,尚未配置,,;,;,;,;,;,;
1997_3_16,尚未配置,,;,;,;,;,;,;
1997_3_17,尚未配置,,;,;,;,;,;,;
1997_3_18,尚未配置,,;,;,;,;,;,;
1997_3_19,尚未配置,,;,;,;,;,;,;
1997_3_20,尚未配置,,;,;,;,;,;,;
1997_3_21,尚未配置,,;,;,;,;,;,;
1997_3_22,尚未配置,,;,;,;,;,;,;
1997_3_23,尚未配置,,;,;,;,;,;,;
1997_3_24,尚未配置,,;,;,;,;,;,;
1997_3_25,尚未配置,,;,;,;,;,;,;
1997_3_26,尚未配置,,;,;,;,;,;,;
1997_3_27,尚未配置,,;,;,;,;,;,;
1997_3_28,尚未配置,,;,;,;,;,;,;
1997_3_29,尚未配置,,;,;,;,;,;,;
1997_3_30,尚未配置,,;,;,;,;,;,;
1997_3_31,尚未配置,,;,;,;,;,;,;
1997_4_1,尚未配置,,;,;,;,;,;,;
1997_4_2,尚未配置,,;,;,;,;,;,;
1997_4_3,尚未配置,,;,;,;,;,;,;
1997_4_4,尚未配置,,;,;,;,;,;,;
1997_4_5,尚未配置,,;,;,;,;,;,;
1997_4_6,尚未配置,,;,;,;,;,;,;
1997_4_7,尚未配置,,;,;,;,;,;,;
1997_4_8,尚未配置,,;,;,;,;,;,;
1997_4_9,尚未配置,,;,;,;,;,;,;
1997_4_10,尚未配置,,;,;,;,;,;,;
1997_4_11,尚未配置,,;,;,;,;,;,;
1997_4_12,尚未配置,,;,;,;,;,;,;
1997_4_13,尚未配置,,;,;,;,;,;,;
1997_4_14,尚未配置,,;,;,;,;,;,;
1997_4_15,尚未配置,,;,;,;,;,;,;
1997_4_16,尚未配置,,;,;,;,;,;,;
1997_4_17,尚未配置,,;,;,;,;,;,;
1997_4_18,尚未配置,,;,;,;,;,;,;
1997_4_19,尚未配置,,;,;,;,;,;,;
1997_4_20,尚未配置,,;,;,;,;,;,;
1997_4_21,尚未配置,,;,;,;,;,;,;
1997_4_22,尚未配置,,;,;,;,;,;,;
1997_4_23,尚未配置,,;,;,;,;,;,;
1997_4_24,尚未配置,,;,;,;,;,;,;
1997_4_25,尚未配置,,;,;,;,;,;,;
1997_4_26,尚未配置,,;,;,;,;,;,;
1997_4_27,尚未配置,,;,;,;,;,;,;
1997_4_28,尚未配置,,;,;,;,;,;,;
1997_4_29,尚未配置,,;,;,;,;,;,;
1997_4_30,尚未配置,,;,;,;,;,;,;
1997_5_1,尚未配置,,;,;,;,;,;,;
1997_5_2,尚未配置,,;,;,;,;,;,;
1997_5_3,尚未配置,,;,;,;,;,;,;
1997_5_4,尚未配置,,;,;,;,;,;,;
1997_5_5,尚未配置,,;,;,;,;,;,;
1997_5_6,尚未配置,,;,;,;,;,;,;
1997_5_7,尚未配置,,;,;,;,;,;,;
1997_5_8,尚未配置,,;,;,;,;,;,;
1997_5_9,尚未配置,,;,;,;,;,;,;
1997_5_10,尚未配置,,;,;,;,;,;,;
1997_5_11,尚未配置,,;,;,;,;,;,;
1997_5_12,尚未配置,,;,;,;,;,;,;
1997_5_13,尚未配置,,;,;,;,;,;,;
1997_5_14,尚未配置,,;,;,;,;,;,;
1997_5_15,尚未配置,,;,;,;,;,;,;
1997_5_16,尚未配置,,;,;,;,;,;,;
1997_5_17,尚未配置,,;,;,;,;,;,;
1997_5_18,尚未配置,,;,;,;,;,;,;
1997_5_19,尚未配置,,;,;,;,;,;,;
1997_5_20,尚未配置,,;,;,;,;,;,;
1997_5_21,尚未配置,,;,;,;,;,;,;
1997_5_22,尚未配置,,;,;,;,;,;,;
1997_5_23,尚未配置,,;,;,;,;,;,;
1997_5_24,尚未配置,,;,;,;,;,;,;
1997_5_25,尚未配置,,;,;,;,;,;,;
1997_5_26,尚未配置,,;,;,;,;,;,;
1997_5_27,尚未配置,,;,;,;,;,;,;
1997_5_28,尚未配置,,;,;,;,;,;,;
1997_5_29,尚未配置,,;,;,;,;,;,;
1997_5_30,尚未配置,,;,;,;,;,;,;
1997_5_31,尚未配置,,;,;,;,;,;,;
1997_6_1,尚未配置,,;,;,;,;,;,;
1997_6_2,尚未配置,,;,;,;,;,;,;
1997_6_3,尚未配置,,;,;,;,;,;,;
1997_6_4,尚未配置,,;,;,;,;,;,;
1997_6_5,尚未配置,,;,;,;,;,;,;
1997_6_6,尚未配置,,;,;,;,;,;,;
1997_6_7,尚未配置,,;,;,;,;,;,;
1997_6_8,尚未配置,,;,;,;,;,;,;
1997_6_9,尚未配置,,;,;,;,;,;,;
1997_6_10,尚未配置,,;,;,;,;,;,;
1997_6_11,尚未配置,,;,;,;,;,;,;
1997_6_12,尚未配置,,;,;,;,;,;,;
1997_6_13,尚未配置,,;,;,;,;,;,;
1997_6_14,尚未配置,,;,;,;,;,;,;
1997_6_15,尚未配置,,;,;,;,;,;,;
1997_6_16,尚未配置,,;,;,;,;,;,;
1997_6_17,尚未配置,,;,;,;,;,;,;
1997_6_18,尚未配置,,;,;,;,;,;,;
1997_6_19,尚未配置,,;,;,;,;,;,;
1997_6_20,尚未配置,,;,;,;,;,;,;
1997_6_21,尚未配置,,;,;,;,;,;,;
1997_6_22,尚未配置,,;,;,;,;,;,;
1997_6_23,尚未配置,,;,;,;,;,;,;
1997_6_24,尚未配置,,;,;,;,;,;,;
1997_6_25,尚未配置,,;,;,;,;,;,;
1997_6_26,尚未配置,,;,;,;,;,;,;
1997_6_27,尚未配置,,;,;,;,;,;,;
1997_6_28,尚未配置,,;,;,;,;,;,;
1997_6_29,尚未配置,,;,;,;,;,;,;
1997_6_30,尚未配置,,;,;,;,;,;,;
1997_7_1,尚未配置,,;,;,;,;,;,;
1997_7_2,尚未配置,,;,;,;,;,;,;
1997_7_3,尚未配置,,;,;,;,;,;,;
1997_7_4,尚未配置,,;,;,;,;,;,;
1997_7_5,尚未配置,,;,;,;,;,;,;
1997_7_6,尚未配置,,;,;,;,;,;,;
1997_7_7,尚未配置,,;,;,;,;,;,;
1997_7_8,尚未配置,,;,;,;,;,;,;
1997_7_9,尚未配置,,;,;,;,;,;,;
1997_7_10,尚未配置,,;,;,;,;,;,;
1997_7_11,尚未配置,,;,;,;,;,;,;
1997_7_12,尚未配置,,;,;,;,;,;,;
1997_7_13,尚未配置,,;,;,;,;,;,;
1997_7_14,尚未配置,,;,;,;,;,;,;
1997_7_15,尚未配置,,;,;,;,;,;,;
1997_7_16,尚未配置,,;,;,;,;,;,;
1997_7_17,尚未配置,,;,;,;,;,;,;
1997_7_18,尚未配置,,;,;,;,;,;,;
1997_7_19,尚未配置,,;,;,;,;,;,;
1997_7_20,尚未配置,,;,;,;,;,;,;
1997_7_21,尚未配置,,;,;,;,;,;,;
1997_7_22,尚未配置,,;,;,;,;,;,;
1997_7_23,尚未配置,,;,;,;,;,;,;
1997_7_24,尚未配置,,;,;,;,;,;,;
1997_7_25,尚未配置,,;,;,;,;,;,;
1997_7_26,尚未配置,,;,;,;,;,;,;
1997_7_27,尚未配置,,;,;,;,;,;,;
1997_7_28,尚未配置,,;,;,;,;,;,;
1997_7_29,尚未配置,,;,;,;,;,;,;
1997_7_30,尚未配置,,;,;,;,;,;,;
1997_7_31,尚未配置,,;,;,;,;,;,;
1997_8_1,尚未配置,,;,;,;,;,;,;
1997_8_2,尚未配置,,;,;,;,;,;,;
